title,time,source,url,twid
"Tree News (@News_Of_Alpha)：美国 CPI：环比上涨 0.4%（预计 0.4%）
美国核心 CPI：环比上涨 0.4%（预计 0.4%）",2023-05-10 20:30:03,Twitter,https://twitter.com/News_Of_Alpha/status/1656275403357532160,
"Tree News (@News_Of_Alpha)：美国 CPI：同比 4.9%（预计 5%）
美国核心 CPI：同比 5.5%（预计 5.5%）",2023-05-10 20:30:03,Twitter,https://twitter.com/News_Of_Alpha/status/1656275402388819968,
"db (@tier10k): [DB] 提醒：30 分钟内的 CPI

同比预计5.0%
核心同比预期5.5%",2023-05-10 20:00:16,Twitter,https://twitter.com/tier10k/status/1656267909709086721,
英国《金融时报》：币安抨击美国对加密货币的打击，并寻求英国监管,2023-05-10 19:29:17,Blogs,https://www.ft.com/content/362caa7c-eebb-493b-9ef0-53cbc189f9f2,
DECRYPT：币安首次推出“资本通”，将机构投资者与加密货币基金经理联系起来,2023-05-10 18:21:57,Blogs,https://decrypt.co/139557/binance-debuts-capital-connect-to-link-institutional-investors-with-crypto-fund-managers,
BINANCE.COM 博客：币安 VIP 和机构推出资本通：连接投资者和投资经理,2023-05-10 18:05:17,Blogs,https://www.binance.com/en/blog/vip/binance-vip-and-institutional-launches-capital-connect-connecting-investors-and-investment-managers-4081079031133794475,
THE BLOCK：币安为 VIP 用户推出“Capital Connect”平台,2023-05-10 17:55:15,Blogs,https://www.theblock.co/post/230140/binance-capital-connect-vip,
BINANCE.COM 博客：NFT 将带我们走向何方以及接下来会发生什么,2023-05-10 16:25:42,Blogs,https://www.binance.com/en/blog/nft/where-nfts-are-taking-us-and-whats-coming-next-4805611944315368602,
THE BLOCK：以太坊期货、比特币综合 ETF 的灰度文件,2023-05-10 06:05:15,Blogs,https://www.theblock.co/post/230115/grayscale-ethereum-futures-bitcoin-etf-sec,
db (@tier10k): F https://t.co/WUWlFADhim,2023-05-10 04:37:56,Twitter,https://twitter.com/tier10k/status/1656035797257027584,
"变焦器（@zoomerfied）：[变焦器]

JANE STREET，JUMP 在美国的打击行动中拉回加密货币交易：BBG",2023-05-10 04:36:26,Twitter,https://twitter.com/zoomerfied/status/1656035419086020609,
埃隆·马斯克 (@elonmusk)：@cb_doge X,2023-05-10 00:34:57,Twitter,https://twitter.com/elonmusk/status/1655974645990916096,
"变焦器（@zoomerfied）：[变焦器]

前 Coinbase 经理因利用内幕信息进行交易而被判处 2 年监禁：BBG",2023-05-09 23:56:49,Twitter,https://twitter.com/zoomerfied/status/1655965047812767746,
BINANCE.COM 博客：我们为何以及如何使用实时机器学习来监控币安的欺诈活动,2023-05-09 23:09:50,Blogs,https://www.binance.com/en/blog/ecosystem/why-and-how-we-use-real-time-machine-learning-to-monitor-fraudulent-activity-at-binance-7972341655591522254,
BINANCE.COM 博客：与币安合规团队一起寻找焦点,2023-05-09 21:05:03,Blogs,https://www.binance.com/en/blog/leadership/finding-focus-with-the-binance-compliance-team-128502948348993411,
BINANCE.COM 博客：关于构建区块您需要了解的一切,2023-05-09 21:00:01,Blogs,https://www.binance.com/en/blog/ecosystem/everything-you-need-to-know-about-build-the-block-7319668492100485642,
CHAINWIRE：币安推出 Metaverse Show 寻找下一个大型 Web3 企业家,2023-05-09 20:31:15,Blogs,https://chainwire.org/2023/05/09/binance-launches-metaverse-show-to-find-the-next-big-web3-entrepreneur/,
埃隆·马斯克（@elonmusk）：@dogeofficialceo 叹息,2023-05-09 20:28:48,Twitter,https://twitter.com/elonmusk/status/1655912699790860290,
BINANCE.US：Binance.US 上线 eCash (XEC) |立即存款,2023-05-09 20:02:18,Blogs,https://support.binance.us/hc/en-us/articles/14451112816791,
BARRONS：币安困境继续令加密货币承压，比特币“果断”跌破关键水平,2023-05-09 18:19:32,Blogs,https://www.barrons.com/articles/bitcoin-crypto-markets-today-5bbf3b3c,
BINANCE.COM 博客：币安 NFT 市场支持比特币 NFT,2023-05-09 17:11:44,Blogs,https://www.binance.com/en/blog/nft/binance-nft-marketplace-to-support-bitcoin-nfts-4250480174684233711,
THE BLOCK：币安将 Bitcoin Ordinals 添加为 BRC-20 代币，总价值接近 10 亿美元,2023-05-09 17:01:19,Blogs,https://www.theblock.co/post/229833/binance-bitcoin-ordinals-brc-20-tokens-value,
DECRYPT：币安将通过 Ordinals 支持将比特币 NFT 引入其市场,2023-05-09 17:01:08,Blogs,https://decrypt.co/139389/binance-to-bring-bitcoin-nfts-to-binance-nft-marketplace-through-ordinals-support,
COINDESK：币安的 NFT 市场增加了对比特币 NFT 的支持,2023-05-09 17:00:03,Blogs,https://www.coindesk.com/web3/2023/05/09/binances-nft-marketplace-adds-support-for-bitcoin-nfts/,
解密：币安洗牌数十亿比特币，并急于安抚客户,2023-05-09 08:21:17,Blogs,https://decrypt.co/139384/binance-shuffles-billions-of-bitcoin-and-rushes-to-reassure-customers,
埃隆·马斯克 (@elonmusk)：@KanekoaTheGreat @cb_doge 我想知道为什么,2023-05-09 05:59:04,Twitter,https://twitter.com/elonmusk/status/1655693826361638912,
Tree News (@News_Of_Alpha)：*BITTREX INC 在特拉华州申请破产保护第 11 章,2023-05-09 04:59:23,Twitter,https://twitter.com/News_Of_Alpha/status/1655678808500969479,
CZ 🔶 币安 (@cz_binance)：@VT_BNB 哈哈，那是 2014 年的视频……,2023-05-09 04:36:25,Twitter,https://twitter.com/cz_binance/status/1655673025168130049,
Coinbase 路线图：添加了 Sui (SUI),2023-05-09 04:23:42,Coinbase,https://www.coinbase.com/blog/increasing-transparency-for-new-asset-listings-on-coinbase?v=1683577421927,
埃隆·马斯克（@elonmusk）：@dogeofficialceo 😲,2023-05-08 23:35:11,Twitter,https://twitter.com/elonmusk/status/1655597215509872644,
彭博社：基于比特币的 Memecoin 激增导致币安焦虑,2023-05-08 22:36:18,Blogs,https://www.bloomberg.com/news/articles/2023-05-08/bitcoin-based-memecoin-surge-seen-driving-latest-binance-anxiety,
BINANCE.ORG 博客：行业革命：区块链技术的强大影响,2023-05-08 20:11:20,Blogs,https://www.bnbchain.org/en/blog/revolutionizing-industries-the-powerful-impact-of-blockchain-technology/,
BINANCE.COM 博客：Binance Build – 2023 年 5 月 8 日,2023-05-08 19:00:07,Blogs,https://www.binance.com/en/blog/ecosystem/binance-build--may-8-2023-8023261834278188391,
解密：币安称比特币提现暂停是“一个学习机会”,2023-05-08 18:45:05,Blogs,https://decrypt.co/139276/binance-calls-bitcoin-withdrawal-pause-learning-opportunity,
BINANCE.COM 博客：保持安全 2：账户接管攻击者如何窃取登录凭据,2023-05-08 18:01:41,Blogs,https://www.binance.com/en/blog/community/stay-safe-2-how-account-takeover-attackers-steal-login-credentials-9159584758234750088,
BARRONS：币安两次暂停提款后比特币下跌,2023-05-08 17:35:16,Blogs,https://www.barrons.com/articles/bitcoin-crypto-markets-today-binance-1f928202,
BINANCE.COM 博客：币安 P2P：避免被列入黑名单的重要注意事项,2023-05-08 17:10:12,Blogs,https://www.binance.com/en/blog/p2p/binance-p2p-important-dos-and-donts-to-avoid-getting-blacklisted-8522882779281066608,
THE BLOCK：币安首席执行官在恢复正常服务后消除了比特币提现问题,2023-05-08 16:45:22,Blogs,https://www.theblock.co/post/229743/bitcoin-binance-withdrawal-issues,
BINANCE.COM 博客：克服币安账本迁移中的独特挑战,2023-05-08 15:57:01,Blogs,https://www.binance.com/en/blog/ecosystem/overcoming-unique-challenges-in-our-binance-ledger-migration-2759445962393437507,
彭博社：数据显示，币安在其钱包中转移了 44 亿美元的比特币,2023-05-08 15:42:29,Blogs,https://www.bloomberg.com/news/articles/2023-05-08/binance-moved-4-4-billion-of-bitcoin-btc-across-its-wallets-data-indicate,
TECHINASIA：币安在一天两次暂停后恢复比特币提现,2023-05-08 13:12:07,Blogs,https://www.techinasia.com/binance-resumes-bitcoin-withdrawals-halts-day,
COINDESK：币安24小时内第二次暂停比特币提现,2023-05-08 10:31:17,Blogs,https://www.coindesk.com/business/2023/05/08/binance-pauses-bitcoin-withdrawals-for-the-second-time-in-24-hours/,
彭博社：币安再次暂停比特币提现，理由是网络堵塞,2023-05-08 10:13:05,Blogs,https://www.bloomberg.com/news/articles/2023-05-08/binance-again-pauses-bitcoin-withdrawals-cites-clogged-network,
解密：币安暂停比特币提现，归咎于网络拥堵,2023-05-08 03:02:54,Blogs,https://decrypt.co/139228/binance-pauses-bitcoin-withdrawals-blames-network-congestion,
埃隆·马斯克（@elonmusk）：@cb_doge 这是事实。让它沉入其中。,2023-05-07 11:16:19,Twitter,https://twitter.com/elonmusk/status/1655048884723261442,
彭博社：币安和 FTX 交易所的中国用户暴露了北京加密货币禁令的漏洞,2023-05-07 10:19:42,Blogs,https://www.bloomberg.com/news/articles/2023-05-07/chinese-users-of-the-binance-ftx-exchanges-show-holes-in-beijing-s-crypto-ban,
埃隆·马斯克 (@elonmusk)：@cb_doge 是的,2023-05-07 04:34:27,Twitter,https://twitter.com/elonmusk/status/1654947753829576705,
COINDESK：美国司法部正在调查币安是否违反与俄罗斯相关的制裁规定：彭博社,2023-05-06 10:40:04,Blogs,https://www.coindesk.com/policy/2023/05/06/us-justice-department-investigating-binance-for-russia-related-sanctions-violations-bloomberg/,
信息：司法部正在调查币安可能违反俄罗斯制裁的行为,2023-05-06 06:10:54,Blogs,https://www.theinformation.com/briefings/doj-probing-binance-over-possible-russian-sanctions-violations?unlock=fc7c1e&utm_source=ti_app,
区块：司法部正在调查币安是否违反美国对俄罗斯的制裁：彭博社,2023-05-06 04:42:16,Blogs,https://www.theblock.co/post/229711/doj-binance-russia-sanctions,
彭博社：币安面临美国可能违反俄罗斯制裁规定的调查,2023-05-06 04:07:16,Blogs,https://www.bloomberg.com/news/articles/2023-05-05/binance-faces-us-probe-of-possible-russian-sanctions-violations,
Tree News (@News_Of_Alpha)：*币安面临美国可能违反俄罗斯制裁的调查,2023-05-06 04:01:22,Twitter,https://twitter.com/News_Of_Alpha/status/1654577041994285057,
解密：Voyager 放弃寻找买家，计划在币安交易失败后清算,2023-05-06 03:17:14,Blogs,https://decrypt.co/139079/crypto-broker-voyager-will-liquidate-assets,
BINANCE.ORG 博客：DappBay：红色警报 dApp 风险列表（4 月 29 日至 5 月 5 日）,2023-05-06 00:38:56,Blogs,https://www.bnbchain.org/en/blog/dappbay-red-alarm-dapp-risk-list-april-29th-may-5th/,
THE BLOCK：Pepe memecoin 市值突破 10 亿美元，尽管 Binance 表示缺乏实用性,2023-05-05 21:01:54,Blogs,https://www.theblock.co/post/229676/pepe-memecoin-tops-1-billion-market-cap-even-as-binance-flags-lack-of-utility,
解密：Meme 币市值突破 10 亿美元，币安将 PEPE 上市,2023-05-05 20:52:33,Blogs,https://decrypt.co/139010/liam-binance-lists-pepe-meme-coin-market-cap-hits-1-billion,
"Tree News (@News_Of_Alpha)：美国非农就业人数：253000（预计 180000）
美国失业率：3.4%（预计 3.6%）
美国平均时薪：0.5%（预计 0.3%）",2023-05-05 20:30:05,Twitter,https://twitter.com/News_Of_Alpha/status/1654463471659130882,
COINTELEGRAPH：币安上市推动 PEPE memecoin 市值突破 10 亿美元,2023-05-05 20:12:00,Blogs,https://cointelegraph.com/news/pepe-memecoin-hits-1-billion-market-cap-fueled-by-binance-listing,
BINANCE.ORG 博客：BNB 链新闻（4 月 28 日-5 月 4 日）,2023-05-05 19:26:05,Blogs,https://www.bnbchain.org/en/blog/bnb-chain-news-april-28th-may-4th/,
币安将在创新区上线FLOKI（FLOKI）和Pepe（PEPE）,2023-05-05 19:20:09,Binance EN,https://www.binance.com/en/support/articles/f68a3bc6eb014ed9bacf1d6c71dc1134,
BINANCE.COM 博客：Binance Pay 插件：WordPress 上的加密支付,2023-05-05 18:10:54,Blogs,https://www.binance.com/en/blog/payment/binance-pay-plugin-crypto-payments-on-wordpress-3878756121486716126,
BINANCE.COM 博客：币安研究院：加密货币的主要趋势 – 2023 年 5 月,2023-05-05 16:33:01,Blogs,https://www.binance.com/en/blog/ecosystem/binance-research-key-trends-in-crypto--may-2023-2280184154053470026,
COINDESK：自 2021 年以来，以色列已查封了 190 个涉嫌与恐怖分子有联系的币安账户：路透社,2023-05-05 09:45:05,Blogs,https://www.coindesk.com/business/2023/05/05/israel-has-seized-190-binance-accounts-with-alleged-terrorist-ties-since-2021-reuters/,
埃隆·马斯克（@elonmusk）：@dogeofficialceo 🤣🤣,2023-05-05 08:07:33,Twitter,https://twitter.com/elonmusk/status/1654276606393831424,
BINANCE.COM 博客：我们对路透社的回应,2023-05-05 05:14:29,Blogs,https://www.binance.com/en/blog/community/our-response-to-reuters-1363137884256691497,
db (@tier10k)：Coinbase 8% 的收入超过 https://t.co/BMUDHVX96x,2023-05-05 04:11:29,Twitter,https://twitter.com/tier10k/status/1654217198397800448,
db (@tier10k): [DB] 提醒：Coinbase 收益将在 5 分钟内公布，Apple 将在 25 分钟内公布,2023-05-05 04:05:16,Twitter,https://twitter.com/tier10k/status/1654215636451508226,
Elon Musk (@elonmusk)：@cb_doge 感谢 3 Doge！,2023-05-05 02:04:35,Twitter,https://twitter.com/elonmusk/status/1654185264372240385,
db (@tier10k)：据两位知情人士透露，西方联盟正在探索战略选择，包括可能出售其全部或部分业务，因为它成为最新一家在席卷全球的动荡中寻求生命线的美国区域银行行业...... https://t.co/FIflMv6Xq4,2023-05-04 22:18:54,Twitter,https://twitter.com/tier10k/status/1654128469142560777,
BINANCE.COM 博客：了解你的骗局：如何识别假冒购物网站,2023-05-04 17:20:12,Blogs,https://www.binance.com/en/blog/community/know-your-scam-how-to-identify-fake-shopping-websites-3663742834997503289,
"变焦器（@zoomerfied）：[变焦器]

前 OPENSEA 经理 NATHANIEL CHASTAIN 在 NFT 内幕交易案中被判欺诈罪 - 美国法庭听证会：RTRS",2023-05-04 04:37:04,Twitter,https://twitter.com/zoomerfied/status/1653861251599015936,
"变焦器（@zoomerfied）：[变焦器]

删除 DUFF1：BBG",2023-05-04 04:35:41,Twitter,https://twitter.com/zoomerfied/status/1653860904520351745,
"树新闻（@News_Of_Alpha）：树新闻转发@zoomerfied：
> [ 变焦器 ]
>
> CURVE 推出 CRVUSD 稳定币：ONCHAIN",2023-05-04 03:08:55,Twitter,https://twitter.com/News_Of_Alpha/status/1653839065970556928,
"变焦器（@zoomerfied）：[变焦器]

CURVE 推出 CRVUSD 稳定币：ONCHAIN",2023-05-04 03:07:34,Twitter,https://twitter.com/zoomerfied/status/1653838728693948433,
db (@tier10k)：鲍威尔：继续认为这次可能真的有所不同🙏,2023-05-04 03:01:02,Twitter,https://twitter.com/tier10k/status/1653837082555457574,
db (@tier10k)：[DB] 鲍威尔：如果有必要，我们准备采取更多行动：RTRS,2023-05-04 02:37:43,Twitter,https://twitter.com/tier10k/status/1653831213461676054,
db (@tier10k)：不出意外，现在我们等待 Jerome 🫣,2023-05-04 02:06:17,Twitter,https://twitter.com/tier10k/status/1653823306359877635,
db (@tier10k)：[DB] 美联储省略了此前暗示未来将进一步加息的语言：BBG,2023-05-04 02:00:26,Twitter,https://twitter.com/tier10k/status/1653821830979780611,
db (@tier10k)：[DB] 美联储加息 25 个基点,2023-05-04 02:00:18,Twitter,https://twitter.com/tier10k/status/1653821798415253505,
Tree News (@News_Of_Alpha)：美联储加息 25 个基点至 5-5.25%,2023-05-04 02:00:02,Twitter,https://twitter.com/News_Of_Alpha/status/1653821730367082496,
db (@tier10k): gl hf 🫡 https://t.co/FJVczOekSE,2023-05-04 01:58:57,Twitter,https://twitter.com/tier10k/status/1653821456600514561,
db (@tier10k): [DB] 提醒：5 分钟内 FOMC,2023-05-04 01:55:16,Twitter,https://twitter.com/tier10k/status/1653820533018861570,
Tree News（@News_Of_Alpha）：【测试】FOMC测试，您可以忽略此消息。,2023-05-03 23:54:59,Twitter,https://twitter.com/News_Of_Alpha/status/1653790263008174080,
CZ 🔶 币安 (@cz_binance)：这个,2023-05-03 23:45:39,Twitter,https://twitter.com/cz_binance/status/1653787912998121477,
封锁：币安：“数千”个账户被不必要地封锁,2023-05-03 22:13:07,Blogs,https://www.theblock.co/post/229094/binance-iranians-accounts-blocked,
db (@tier10k)：谢谢加里·根斯勒 😭🙏 https://t.co/aKzPuDRiZj,2023-05-03 21:49:22,Twitter,https://twitter.com/tier10k/status/1653758649712427009,
"db (@tier10k)：联邦公开市场委员会日

TLDR：预计美联储将加息 25 个基点，并可能在 6 月份发出暂停加息的信号。 https://t.co/rW1yfrRdMX",2023-05-03 21:13:56,Twitter,https://twitter.com/tier10k/status/1653749732655742979,
BINANCE.COM 博客：币安金边见面会,2023-05-03 19:00:27,Blogs,https://www.binance.com/en/blog/apac/binance-phnon-penh-meetup-7594236364115973390,
解密：币安用户在主网启动前存入超过 40 亿美元用于种植 SUI 代币,2023-05-03 17:36:34,Blogs,https://decrypt.co/138691/binance-users-deposited-4b-farm-sui-tokens-ahead-mainnet-launch,
BINANCE.COM 博客：确保币安的可靠性和可扩展性：容量管理和自动负载测试的作用,2023-05-03 15:09:45,Blogs,https://www.binance.com/en/blog/ecosystem/ensuring-reliability-and-scalability-at-binance-the-role-of-capacity-management-and-automatic-load-testing-4549014559756022085,
THE BLOCK：币安美元稳定币活动跌至两年低点,2023-05-03 15:00:39,Blogs,https://www.theblock.co/post/229172/binance-usd-activity-slides,
埃隆·马斯克 (@elonmusk)：@cb_doge 👾👾,2023-05-03 12:08:25,Twitter,https://twitter.com/elonmusk/status/1653612447759224832,
【交易】新增KRW、BTC市场数字资产（SUI）,2023-05-03 09:10:18,Upbit,https://upbit.com/service_center/notice?id=3502,
BINANCE.COM 博客：CZ 5 月 1 日 AMA 亮点,2023-05-03 04:28:52,Blogs,https://www.binance.com/en/blog/from-cz/highlights-from-czs-may-1-ama-4719549893974593654,
THE BLOCK：币安、Circle 参与英国拟议的加密货币监管框架,2023-05-03 04:00:56,Blogs,https://www.theblock.co/post/229138/binance-circle-uk-crypto-regulatory-framework,
"db (@tier10k)：公司名称为 PacWest Bancorp；它是中西部地区一家流动性极差的地区性银行，正等待着联邦存款保险公司 (FDIC) 的接管。

现在，戴蒙先生，该股因波动而停牌，当日下跌 40%，顺便说一句，杰米，我们的分析师表示它可能会上涨…… https://t.co/Qo8KisPnZk",2023-05-02 23:12:33,Twitter,https://twitter.com/tier10k/status/1653417196301828102,
"db (@tier10k)：Bitfinex perps 上的 56,000 美元灯芯 √ https://t.co/pZw9dg2NBd",2023-05-02 22:44:49,Twitter,https://twitter.com/tier10k/status/1653410216845664264,
THE BLOCK：由于币安增加了返还费用，4 月份比特币现货交易量暴跌超过 65%,2023-05-02 22:29:39,Blogs,https://www.theblock.co/post/229071/bitcoin-spot-trading-volume-binance,
"db (@tier10k)：我们又这样做了？

太平洋西部-28%
西方联盟-25% https://t.co/N0TdzoYNMT",2023-05-02 22:20:54,Twitter,https://twitter.com/tier10k/status/1653404199160369154,
"变焦器（@zoomerfied）：[变焦器]

测试",2023-05-02 21:01:56,Twitter,https://twitter.com/zoomerfied/status/1653384324559908865,
BINANCE.COM 博客：币安合规团队的专业知识,2023-05-02 21:00:01,Blogs,https://www.binance.com/en/blog/community/expertise-in-the-binance-compliance-team-2440494994988411195,
"Tree News (@News_Of_Alpha)：COINBASE：Coinbase 国际交易所简介

https://www.coinbase.com/blog//blog/introducing-coinbase-international-exchange",2023-05-02 20:56:52,Twitter,https://twitter.com/News_Of_Alpha/status/1653383052062605317,
BINANCE.ORG 博客：DappBay：红色警报 dApp 风险列表（4 月 22 日至 28 日）,2023-05-02 17:24:21,Blogs,https://www.bnbchain.org/en/blog/dappbay-red-alarm-dapp-risk-list-april-22nd-28th/,
BINANCE.ORG 博客：实验室内部：MVB VI 第 2 周,2023-05-02 16:28:56,Blogs,https://www.bnbchain.org/en/blog/inside-the-labs-mvb-vi-week-2/,
COINTELEGRAPH：孙宇晨在 Sui LaunchPool 与币安首席执行官发生冲突后道歉,2023-05-02 00:24:00,Blogs,https://cointelegraph.com/news/justin-sun-issues-apology-after-sui-launchpool-clash-with-binance-ceo,
BINANCE.COM 博客：如何选择和排名值得信赖的 P2P 交易对手,2023-05-02 00:00:00,Blogs,https://www.binance.com/en/blog/p2p/how-to-choose-and-rank-a-trustworthy-counterparty-for-p2p-trading-5351789946157974179,
db (@tier10k)：重要的一周🫡 https://t.co/ujgGZAdQ4t,2023-05-01 21:38:55,Twitter,https://twitter.com/tier10k/status/1653031244953710593,
"db (@tier10k): [DB] **未来一周
**__UTC 时间

__**周三

**FOMC 利率决定 – 18:00
__美东时间。加息 25 个基点

__鲍威尔新闻发布会 – 18:30

**周四

**欧洲央行利率决定 – 12:15
__美东时间。加息 25 个基点

__Coinbase，苹果财报 – 20:00

**星期五

**NFP – 12:30
__美东时间。 18万__",2023-05-01 21:37:13,Twitter,https://twitter.com/tier10k/status/1653030816698585089,
解密：贾斯汀·孙 (Justin Sun) 称向币安转移 5600 万美元代币是“疏忽”，并要求全额退款,2023-05-01 20:02:47,Blogs,https://decrypt.co/138471/justin-sun-calls-56m-token-transfer-binance-oversight-requests-full-refund,
BINANCE.COM 博客：什么是牛市旗形和熊市旗形以及如何交易它们,2023-05-01 18:30:00,Blogs,https://www.binance.com/en/blog/all/what-are-bull-flags-and-bear-flags-and-how-to-trade-them-724401699901929836,
THE BLOCK：币安警告加密货币大亨孙宇晨不要抢夺 SUI 代币,2023-05-01 18:18:48,Blogs,https://www.theblock.co/post/228905/binance-cz-justin-sun-sui,
"CZ 🔶 币安 (@cz_binance)：我们周日工作。
引用 [@binance](https://www.twitter.com/binance/status/1652707195862040576)
> 介绍 Sui $SUI",2023-05-01 01:09:39,Twitter,https://twitter.com/cz_binance/status/1652721890169872387,
Elon Musk (@elonmusk)：@cb_doge 特斯拉自动驾驶是迄今为止最先进的现实世界人工智能,2023-05-01 00:16:43,Twitter,https://twitter.com/elonmusk/status/1652708566577364993,
Binance Launchpool 推出 Sui (SUI)！通过质押 BNB 和 TUSD 农场 SUI,2023-05-01 00:00:36,Binance EN,https://www.binance.com/en/support/articles/f76980d5d5e54d80b1348fd446e8f5d3,
区块链：尽管币安与监管机构作斗争，但其 90 亿美元的风险投资部门仍在不断增长,2023-04-29 16:43:05,Blogs,https://www.theblock.co/post/228565/binance-labs-yibo-ling-investments,
Elon Musk (@elonmusk)：@cb_doge 我们将在 12 个月后保留 10%，但 iOS/Android 订阅费用在第 2 年从 30% 下降到 15%，因此创作者仍然获得净收益,2023-04-29 05:57:42,Twitter,https://twitter.com/elonmusk/status/1652069602271334400,
COINTELEGRAPH：加密货币业务：谷歌看好区块链、英国 1.25 亿美元的人工智能承诺、Voyager 和币安,2023-04-29 04:30:00,Blogs,https://cointelegraph.com/news/crypto-biz-google-bullish-on-blockchain-uk-s-125m-ai-pledge-voyager-and-binance,
AXIOS：对币安的众多询问,2023-04-28 23:49:17,Blogs,https://www.axios.com/2023/04/28/binance-crypto-criminal-complaint,
COINTELEGRAPH：币安将通过收购的受监管交易所 SEBC 重新进入日本,2023-04-28 19:10:00,Blogs,https://cointelegraph.com/news/binance-to-re-enter-japan-via-acquired-regulated-exchange-sebc,
BINANCE.ORG 博客：BNB 链新闻（4 月 21 日至 27 日）,2023-04-28 18:59:56,Blogs,https://www.bnbchain.org/en/blog/bnb-chain-news-april-21st-27th/,
BINANCE.COM 博客：如何保护您的加密货币免受短信欺骗攻击,2023-04-28 18:00:12,Blogs,https://www.binance.com/en/blog/community/how-to-protect-your-crypto-from-sms-spoofing-attacks-671785080866513758,
CHAINWIRE：币安 NFT 推出沙盒 NFT 质押计划以吸引沙盒 (SAND) 社区,2023-04-28 17:10:06,Blogs,https://chainwire.org/2023/04/28/binance-nft-introduces-the-sandbox-nft-staking-program-to-engage-the-sandbox-sand-community/,
COINDESK：币安日本将于 6 月后开始运营,2023-04-28 16:42:22,Blogs,https://www.coindesk.com/business/2023/04/28/binance-japan-will-start-operations-after-june/,
区块链：币安宣布永续合约后，Blur 代币鲸鱼分裂,2023-04-28 15:15:24,Blogs,https://www.theblock.co/post/228749/blur-token-whales-binance-perps,
BINANCE.COM 博客：在币安 NFT 市场上列出 NFT 的综合指南,2023-04-28 15:09:39,Blogs,https://www.binance.com/en/blog/nft/your-comprehensive-guide-to-listing-nfts-on-the-binance-nft-marketplace-6154713302573752188,
Binance Launchpad 上的 Open Campus (EDU) 代币销售认购现已开放,2023-04-28 14:00:47,Binance EN,https://www.binance.com/en/support/articles/67b5985c1f0b411d8b5885d4045576aa,
BINANCE.COM 博客：通过币安新的加密货币游戏合作伙伴计划用加密货币奖励玩家,2023-04-28 13:41:12,Blogs,https://www.binance.com/en/blog/gift-card/reward-players-with-crypto-through-binances-new-crypto-gaming-partner-program-567371164048093577,
COINDESK：币安官方称交易所驱逐了朝鲜人,2023-04-28 03:36:37,Blogs,https://www.coindesk.com/policy/2023/04/27/binance-official-says-exchange-has-ousted-north-koreans/,
TECHCRUNCH：Binance.US 放弃了与 Voyager 的 1.3B 美元交易，现在怎么办？,2023-04-28 03:00:31,Blogs,https://techcrunch.com/2023/04/27/binance-us-sailed-away-from-its-1-3b-deal-with-voyager-now-what/,
BINANCE.COM 博客：加密货币神话 – 被揭穿！第 7 部分：如果交易所遭到黑客攻击，您将丢失所有加密货币,2023-04-27 23:12:58,Blogs,https://www.binance.com/en/blog/all/crypto-myths--debunked-part-7-if-an-exchange-is-hacked-you-lose-all-your-crypto-1302727099744178402,
商业。内幕人士：Coinbase 与 Binance.US：质押奖励如何比较,2023-04-27 23:07:11,Blogs,https://www.businessinsider.com/personal-finance/coinbase-vs-binanceus-staking,
BINANCE.COM 博客：币安如何为其用户构建产品,2023-04-27 22:00:01,Blogs,https://www.binance.com/en/blog/ecosystem/how-binance-builds-products-for-its-users-6881231026272479755,
BINANCE.COM 博客：币安合约交易终极指南,2023-04-27 21:24:33,Blogs,https://www.binance.com/en/blog/futures/the-ultimate-guide-to-trading-on-binance-futures-8534557745009080271,
BINANCE.COM 博客：币安如何帮助交易者提供基本信息,2023-04-27 19:01:28,Blogs,https://www.binance.com/en/blog/markets/how-binance-helps-traders-with-essential-information-5991176725188656637,
THE BLOCK：币安首席执行官否认他的净资产为 280 亿美元：“数字全错”,2023-04-27 18:52:00,Blogs,https://www.theblock.co/post/228592/binance-ceo-cz-networth,
THE BLOCK：币安增加 650% 的人力，旨在在美国镇压期间恢复违规者形象,2023-04-27 17:59:55,Blogs,https://www.theblock.co/post/228442/binances-650-manpower-increase-aimed-at-rehabilitating-rule-breaker-image-amid-us-crackdown,
BINANCE.COM 博客：解决币安 P2P 上常见交易错误的专家提示,2023-04-27 15:54:43,Blogs,https://www.binance.com/en/blog/p2p/expert-tips-for-resolving-common-transaction-mistakes-on-binance-p2p-5343178624701003725,
【交易】韩元、BTC市场数字资产新增（EGLD）,2023-04-27 09:00:17,Upbit,https://upbit.com/service_center/notice?id=3487,
埃隆·马斯克 (@elonmusk)：@cb_doge 发生了很多事情,2023-04-27 08:01:58,Twitter,https://twitter.com/elonmusk/status/1651376096938524678,
COINDESK：Grayscale 首席执行官预计将在第三季度末做出试图推翻 SEC 拒绝 ETF 的决定,2023-04-27 07:17:38,Blogs,https://www.coindesk.com/business/2023/04/26/grayscale-ceo-expects-decision-on-attempt-to-overturn-secs-etf-rejection-by-end-of-3q/,
"db (@tier10k)：必须等待 Arkham 的澄清，不想错误地指责。相信他们很快就会发表声明。

未来将使用多个链上提供商
引用 [@tier10k](https://www.twitter.com/tier10k/status/1651337296291979269)
> [DB] Arkham：今天部署的错误修复导致警报被错误地发送给一小部分用户",2023-04-27 05:29:33,Twitter,https://twitter.com/tier10k/status/1651337743924883458,
db (@tier10k)：[DB] Arkham：今天部署的错误修复导致警报被错误地发送给一小部分用户,2023-04-27 05:27:46,Twitter,https://twitter.com/tier10k/status/1651337296291979269,
